Model,Trainable_Params,Global_AUC,Mean_Fold_AUC,Accuracy,Balanced_Acc,Precision_Macro,Recall_Macro,F1_Macro
ENCODER,18273,0.6200749093164156,0.6307902138114,0.5778769841269841,0.5768278217729195,0.5789563665645598,0.5768278217729195,0.5745226879023069
