Model,CAGR_Strategy,CAGR_ConstLong,CAGR_BnH,Ann_Return_Strategy,Ann_Vol_Strategy,Sharpe_Strategy,Sharpe_ConstLong,Sharpe_BnH,MDD_Strategy,MDD_ConstLong,MDD_BnH,Skewness_Strategy,Kurtosis_Strategy,Delta_Util_Strategy,Delta_Util_ConstLong,BSS,R2_OOS,Gross_Exposure,Ann_Turnover,Total_Costs_Pct
GRU,0.09045270410833806,0.09327492790708103,0.12829213626587976,0.09409505212478222,0.12221505370398378,0.769913758601092,0.7190998615784784,0.7190998631193205,0.256078158769642,0.2486332114636986,0.33924960002653287,-0.6198893061542678,5.299030984741131,2.277378420238495,1.5684392390503061,0.03366588520687752,-0.003198621464914675,0.7061632482187143,9.335328462709564,3.732279137372971
