seed;val_auc_mean;test_auc_global;test_accuracy;test_balanced_acc;test_f1_macro;CAGR_Strategy;Ann_Return_Strategy;Ann_Vol_Strategy;Sharpe_Strategy;MDD_Strategy;Skewness_Strategy;Kurtosis_Strategy;Delta_Util_Strategy;BSS;R2_OOS;Turnover_Ann;Total_Costs
0;0,6284098972424415;0,6202776861781976;0,5778769841269841;0,578056295187987;0,5778594306667155;0,08864876122379961;0,09195377551336596;0,11823649415777086;0,7777105993430022;0,1983695099684421;-0,4931680803438845;3,615778613856996;2,3502459994409852;0,04235986828534222;-0,017777991740513865;15,188182373993449;6,072259421348572
2;0,6114272059814028;0,6244956417740022;0,5877976190476191;0,5871723947848941;0,5864984880859793;0,07537487926018693;0,07890609658452971;0,11148021090329428;0,7078036113976744;0,2196809916063093;-0,558444239075182;5,144401793334049;1,5110874448606422;0,04524822925509486;-0,010570114212127057;14,217713592283188;5,684264461994172
42;0,6219132096477268;0,6200749093164156;0,5778769841269841;0,5768278217729195;0,5745226879023069;0,07875291584304933;0,08251460211286292;0,11563260567013715;0,7135928566260786;0,21947443061877359;-0,4897609626684116;7,097253274174452;1,5890193763872253;0,0407647719159695;-0,02064712872128105;14,830167688507006;5,929124581813812
123;0,6124783491117374;0,6304509816467253;0,5902777777777778;0,5892882630586822;0,5873434710593068;0,07778314591230462;0,08169532304968209;0,11626574138998054;0,7026603139526538;0,2515865067003918;-0,6844376381177633;8,546463802757023;1,4630445320002219;0,03791215059846742;-0,030570925843420138;15,656408639533941;6,259457025527953
1111;0,6077071211058561;0,6213447255867979;0,5818452380952381;0,5811166508349781;0,5801260742437213;0,07920757102946707;0,08325478627032085;0,11835436025700893;0,7034365728993405;0,22297305484973037;-0,47187721154324946;6,3093750116408565;1,4719812627988917;0,03534551815608811;-0,022937438703797053;15,01749766423152;6,004019403457642
