Model,CAGR_Strategy,CAGR_ConstLong,CAGR_BnH,Ann_Return_Strategy,Ann_Vol_Strategy,Sharpe_Strategy,Sharpe_ConstLong,Sharpe_BnH,MDD_Strategy,MDD_ConstLong,MDD_BnH,Skewness_Strategy,Kurtosis_Strategy,Delta_Util_Strategy,Delta_Util_ConstLong,BSS,R2_OOS,Gross_Exposure,Ann_Turnover,Total_Costs_Pct
TCN,0.07652485651350616,0.0852163243147217,0.12829213626587976,0.08073875572825744,0.11807193001179744,0.6838099033053862,0.7190998610484315,0.7190998631193205,0.2519455501005412,0.2276216990901261,0.33924960002653287,-0.6646367706137978,8.268934842643043,1.2404103891330702,1.6514274972708298,0.03888608258554571,-0.013840761984095895,0.6413372948529229,14.278628871009014,5.708618487119675
