Model,CAGR_Strategy,CAGR_ConstLong,CAGR_BnH,Ann_Return_Strategy,Ann_Vol_Strategy,Sharpe_Strategy,Sharpe_ConstLong,Sharpe_BnH,MDD_Strategy,MDD_ConstLong,MDD_BnH,Skewness_Strategy,Kurtosis_Strategy,Delta_Util_Strategy,Delta_Util_ConstLong,BSS,R2_OOS,Gross_Exposure,Ann_Turnover,Total_Costs_Pct
ENCODER,0.07875291584304933,0.08329110138146878,0.12829213626587976,0.08251460211286292,0.11563260567013715,0.7135928566260786,0.719099860906816,0.7190998631193205,0.21947443061877359,0.22259130418276143,0.33924960002653287,-0.4897609626684116,7.097253274174452,1.5890193763872253,1.6571556150792495,0.0407647719159695,-0.02064712872128105,0.6259839717476141,14.830167688507006,5.929124581813812
