Model,Trainable_Params,Global_AUC,Mean_Fold_AUC,Accuracy,Balanced_Acc,Precision_Macro,Recall_Macro,F1_Macro
TCN,16721,0.6224531078507128,0.635899507531525,0.5828373015873016,0.5828510820508025,0.5828373015873016,0.5828510820508025,0.5828199543956614
