Model,Trainable_Params,Global_AUC,Mean_Fold_AUC,Accuracy,Balanced_Acc,Precision_Macro,Recall_Macro,F1_Macro
LSTM,4689,0.6192446069721773,0.631350146626398,0.5654761904761905,0.5654422947253407,0.5654345654345654,0.5654422947253407,0.5654334208692434
