Model,Trainable_Params,Global_AUC,Mean_Fold_AUC,Accuracy,Balanced_Acc,Precision_Macro,Recall_Macro,F1_Macro
GRU,3553,0.6120735902824603,0.6194356628213061,0.5669642857142857,0.5669754256099302,0.5669642857142857,0.5669754256099302,0.5669462784630348
