Model,CAGR_Strategy,CAGR_ConstLong,CAGR_BnH,Ann_Return_Strategy,Ann_Vol_Strategy,Sharpe_Strategy,Sharpe_ConstLong,Sharpe_BnH,MDD_Strategy,MDD_ConstLong,MDD_BnH,Skewness_Strategy,Kurtosis_Strategy,Delta_Util_Strategy,Delta_Util_ConstLong,BSS,R2_OOS,Gross_Exposure,Ann_Turnover,Total_Costs_Pct
LSTM,0.08152534862957217,0.08808060782062554,0.12829213626587976,0.08538009076127419,0.11816778580108066,0.722532706015726,0.7190998612477939,0.7190998631193205,0.22194546554113528,0.23509798923471475,0.33924960002653287,-0.5199774549129629,5.320122711216268,1.6977504091089588,1.6329349459692757,0.04121739047851114,-0.017505935529329664,0.6642734330088373,8.39307960122158,3.355566546916962
